Участок,Позиция запорной арматуры,Конструктивное исполнение,Тип арматуры (запорная/ Регулирующая),Тип привода,Позиция трубы,Условный диаметр трубы DN,"Условное давление рабочей среды PN, бар",Материал трубы,Среда,Датчик положения,Тип пневмораспределителя,Положение при аварийном отключении (НЗ/НО/БИ),ШПУ,"Расход воздуха на 1 операцию, л.",Ø и резьба пневмоприсоединения,Кол-во ответных фитингов,"Ø пневмотрубки, мм",Тип концевого выключателя,Тип позиционера,Описание устройства,Категория,PLC,Ex-исполнение,Описание (ТЕМП),Операция,Примечание,,,,
РХ. CaO,0206.010-BV-062,Шаровый кран,Запорная,Ручной,-,32,10,сталь марки (Ст3 или Ст20),Оборотная вода,-,,-,,,,,,,,,,,НЕТ,Оборотная вода в классификатор 0206.010-СЕ-001,Оборотная вода в классификатор  0206.010-СЕ-001,,,,,
РХ. CaO,0206.010-BV-063,Шаровый кран,Запорная,Ручной,206.010-RP-051-050-LPA,50,10,ПНД,CaO,-,,-,,,,,,,,,,,НЕТ,Отвод трубопровода для датчика давления,Отвод трубопровода для датчика давления,,,,,
РХ. CaO,0206.010-BV-064,Шаровый кран,Запорная,Ручной,206.010-RP-052-050-LPA,50,10,ПНД,CaO,-,,-,,,,,,,,,,,НЕТ,Отвод трубопровода для датчика давления,Отвод трубопровода для датчика давления,,,,,
РХ. CaO,0206.010-BV-065,Шаровый кран,Запорная,Ручной,206.010-RP-053-050-LPA,50,10,ПНД,CaO,-,,-,,,,,,,,,,,НЕТ,Отвод трубопровода для датчика давления,Отвод трубопровода для датчика давления,,,,,
РХ. CaO,0206.010-DV-001,Мембранный вентиль,Регулирующая,Пневмопривод,-,40,10,сталь марки (Ст3 или Ст20),Оборотная вода,+,Порт коллектора,Без изменений,0206.610-CPC02,4,"G 1/4""",1,10,-,Tissin/ TS800LN31S10,"Smart Positioner, input signal: 4-20mA, -30~85℃, non-explosion proof, with 4-20mA feedback, without HART protocol, NPT 1/4 air connection, NPT 1/2 cable entry, IP66",Пневмо ЗРА-CV,0.2,НЕТ,Оборотная вода в загрузочный желоб мельницы 0206.010-ML-001,Оборотная вода в загрузочный желоб мельницы  0206.010-ML-001,,,,,
РХ. CaO,0206.010-DV-002,Мембранный вентиль,Регулирующая,Пневмопривод,-,65,10,сталь марки (Ст3 или Ст20),Оборотная вода,+,Порт коллектора,Нормально закрыт,0206.610-CPC03,"7,62","G 1/4""",1,10,-,Tissin/ TS800LN31S10,"Smart Positioner, input signal: 4-20mA, -30~85℃, non-explosion proof, with 4-20mA feedback, without HART protocol, NPT 1/4 air connection, NPT 1/2 cable entry, IP66",Пневмо ЗРА-CV,0.2,НЕТ,Оборотная вода в емкость приготовления CaO 0206.010-TK-002,Оборотная вода в емкость приготовления изв. молока  0206.010-TK-002,,,,,
РХ. CaO,0206.010-DV-003,Мембранный вентиль,Регулирующая,Пневмопривод,-,65,10,сталь марки (Ст3 или Ст20),Оборотная вода,+,Порт коллектора,Нормально закрыт,0206.610-CPC01,"7,62","G 1/4""",1,10,-,Tissin/ TS800LN31S10,"Smart Positioner, input signal: 4-20mA, -30~85℃, non-explosion proof, with 4-20mA feedback, without HART protocol, NPT 1/4 air connection, NPT 1/2 cable entry, IP66",Пневмо ЗРА-CV,0.2,НЕТ,Оборотная вода в емкость дозирования CaO 0206.010-TK-001,Оборотная вода в емкость дозирования изв. молока  0206.010-TK-001,,,,,
РХ. CaO,0206.010-DV-004,Мембранный вентиль,Регулирующая,Пневмопривод,206.010-RP-039-032-LPA,25,10,ПНД,CaO,+,Порт коллектора,Без изменений,0206.602-CPC01,"1,9","G 1/4""",1,10,-,Tissin/ TS800LN31S10,"Smart Positioner, input signal: 4-20mA, -30~85℃, non-explosion proof, with 4-20mA feedback, without HART protocol, NPT 1/4 air connection, NPT 1/2 cable entry, IP66",Пневмо ЗРА-CV,0.2,НЕТ,Дозирование CaO в зумпф питания ГЦ 0206.001-SU-101,Дозирование известкового молока в зумпф питания ГЦ  0206.001-SU-101,,,,,
РХ. CaO,0206.010-DV-005,Мембранный вентиль,Регулирующая,Пневмопривод,206.010-RP-041-032-LPA,25,10,ПНД,CaO,+,Порт коллектора,Без изменений,0206.602-CPC02,"1,9","G 1/4""",1,10,-,Tissin/ TS800LN31S10,"Smart Positioner, input signal: 4-20mA, -30~85℃, non-explosion proof, with 4-20mA feedback, without HART protocol, NPT 1/4 air connection, NPT 1/2 cable entry, IP66",Пневмо ЗРА-CV,0.2,НЕТ,Дозирование CaO в зумпф питания ГЦ 0206.001-SU-201,Дозирование известкового молока в зумпф питания ГЦ  0206.001-SU-201,,,,,
РХ. CaO,0206.010-DV-006,Мембранный вентиль,Регулирующая,Пневмопривод,206.010-RP-043-032-LPA,25,10,ПНД,CaO,+,Порт коллектора,Без изменений,0206.608-CPC04,"1,9","G 1/4""",1,10,-,Tissin/ TS800LN31S10,"Smart Positioner, input signal: 4-20mA, -30~85℃, non-explosion proof, with 4-20mA feedback, without HART protocol, NPT 1/4 air connection, NPT 1/2 cable entry, IP66",Пневмо ЗРА-CV,0.2,НЕТ,Дозирование CaO во флотомашину 0206.003-FC-112,Дозирование известкового молока во флотомашину   0206.003-FC-112,,,,,
РХ. CaO,0206.010-DV-007,Мембранный вентиль,Регулирующая,Пневмопривод,206.010-RP-045-032-LPA,25,10,ПНД,CaO,+,Порт коллектора,Без изменений,0206.608-CPC04,"1,9","G 1/4""",1,10,-,Tissin/ TS800LN31S10,"Smart Positioner, input signal: 4-20mA, -30~85℃, non-explosion proof, with 4-20mA feedback, without HART protocol, NPT 1/4 air connection, NPT 1/2 cable entry, IP66",Пневмо ЗРА-CV,0.2,НЕТ,Дозирование CaO во флотомашину 0206.003-FC-212,Дозирование известкового молока во флотомашину   0206.003-FC-212,,,,,
РХ. CaO,0206.010-DV-008,Мембранный вентиль,Регулирующая,Пневмопривод,206.010-RP-047-032-LPA,25,10,ПНД,CaO,+,Порт коллектора,Без изменений,0206.608-CPC04,"1,9","G 1/4""",1,10,-,Tissin/ TS800LN31S10,"Smart Positioner, input signal: 4-20mA, -30~85℃, non-explosion proof, with 4-20mA feedback, without HART protocol, NPT 1/4 air connection, NPT 1/2 cable entry, IP66",Пневмо ЗРА-CV,0.2,НЕТ,Дозирование CaO во флотомашину 0206.003-FC-109,Дозирование известкового молока во флотомашину   0206.003-FC-109,,,,,
РХ. CaO,0206.010-DV-009,Мембранный вентиль,Регулирующая,Пневмопривод,206.010-RP-049-032-LPA,25,10,ПНД,CaO,+,Порт коллектора,Без изменений,0206.608-CPC04,"1,9","G 1/4""",1,10,-,Tissin/ TS800LN31S10,"Smart Positioner, input signal: 4-20mA, -30~85℃, non-explosion proof, with 4-20mA feedback, without HART protocol, NPT 1/4 air connection, NPT 1/2 cable entry, IP66",Пневмо ЗРА-CV,0.2,НЕТ,Дозирование CaO во флотомашину 0206.003-FC-209,Дозирование известкового молока во флотомашину   0206.003-FC-209,,,,,
РХ. CaO,0206.010-DV-010,Мембранный вентиль,Регулирующая,Пневмопривод,206.010-RP-038-125-LPA,100,10,ПНД,CaO,+,Порт коллектора,Без изменений,0206.610-CPC01,"7,62","G 1/4""",1,10,-,Tissin/ TS800LN31S10,"Smart Positioner, input signal: 4-20mA, -30~85℃, non-explosion proof, with 4-20mA feedback, without HART protocol, NPT 1/4 air connection, NPT 1/2 cable entry, IP66",Пневмо ЗРА-CV,0.2,НЕТ,Кольцо циркулирования CaO,Кольцо циркулирования известкового молока,,,,,
РХ. CaO,0206.010-DV-011,Мембранный вентиль,Регулирующая,Пневмопривод,-,32,10,сталь марки (Ст3 или Ст20),Оборотная вода,+,Порт коллектора,Без изменений,0206.610-CPC02,"1,9","G 1/4""",1,10,-,Tissin/ TS800LN31S10,"Smart Positioner, input signal: 4-20mA, -30~85℃, non-explosion proof, with 4-20mA feedback, without HART protocol, NPT 1/4 air connection, NPT 1/2 cable entry, IP66",Пневмо ЗРА-CV,0.2,НЕТ,Оборотная вода в классификатор 0206.010-СЕ-001,Оборотная вода в классификатор  0206.010-СЕ-001,,,,,
РХ. CaO,0206.010-BY-001,Поворотная заслонка/дисковый затвор,Запорная,Ручной,206.010-RP-051-063-LPA,50,10,ПНД,CaO,-,,-,,,,,,,,,,,НЕТ,Взамен 0206.010-BV-063,Взамен  0206.010-BV-063,,,,,
РХ. CaO,0206.010-BY-002,Поворотная заслонка/дисковый затвор,Запорная,Ручной,206.010-RP-052-063-LPA,50,10,ПНД,CaO,-,,-,,,,,,,,,,,НЕТ,Взамен 0206.010-BV-064,Взамен  0206.010-BV-064,,,,,
РХ. CaO,0206.010-BY-003,Поворотная заслонка/дисковый затвор,Запорная,Ручной,206.010-RP-053-063-LPA,50,10,ПНД,CaO,-,,-,,,,,,,,,,,НЕТ,Взамен 0206.010-BV-065,Взамен  0206.010-BV-065,,,,,
РХ. CaO,0206.010-BY-004,Поворотная заслонка/дисковый затвор,Запорная,Ручной,206.010-RP-054-063-LPA,50,10,ПНД,CaO,-,,-,,,,,,,,,,,НЕТ,,,,,,,
РХ. МИБК,0206.008-BV-090,Шаровый кран,Запорная,Ручной,206.008-RP-002-032-LAG,32,10,Углеродистая сталь оцинкованная,МИБК,+,,-,,,,,,Honeywell/ VPX1C2ABGR1A2A,-,"Mechanical SPDT, 24V DC/ 220V AC, -40~50 ℃,  ExdIICT6, IP67, NPT1/2 cable entry",Ручная ЗРА,0.2,Ex d,Всас насосов 0206.008-PU-006/007,"Всас насосов 0206.008-PU-006, 0206.008-PU-007",,,,,
РХ. МИБК,0206.008-BV-091,Шаровый кран,Запорная,Ручной,206.008-RP-002-032-LAG,32,10,Углеродистая сталь оцинкованная,МИБК,+,,-,,,,,,Honeywell/ VPX1C2ABGR1A2A,-,"Mechanical SPDT, 24V DC/ 220V AC, -40~50 ℃,  ExdIICT6, IP67, NPT1/2 cable entry",Ручная ЗРА,0.2,Ex d,Всас насоса 0206.008-PU-007,Всас насоса 0206.008-PU-007,,,,,
РХ. МИБК,0206.008-BV-092,Шаровый кран,Запорная,Ручной,206.008-RP-001-032-LAG,32,10,Углеродистая сталь оцинкованная,МИБК,+,,-,,,,,,Honeywell/ VPX1C2ABGR1A2A,-,"Mechanical SPDT, 24V DC/ 220V AC, -40~50 ℃,  ExdIICT6, IP67, NPT1/2 cable entry",Ручная ЗРА,0.2,Ex d,Всас насоса 0206.008-PU-006,Всас насоса 0206.008-PU-006,,,,,
РХ. МИБК,0206.008-BV-093,Шаровый кран,Запорная,Ручной,206.008-RP-011-032-LAG,32,10,Углеродистая сталь оцинкованная,МИБК,-,,-,,,,,,,,,,,НЕТ,Дренаж трубопровода всаса насоса 0206.008-PU-007,Дренаж трубопровода всаса насоса 0206.008-PU-007,,,,,
РХ. МИБК,0206.008-BV-094,Шаровый кран,Запорная,Ручной,206.008-RP-009-032-LAG,32,10,Углеродистая сталь оцинкованная,МИБК,-,,-,,,,,,,,,,,НЕТ,Дренаж трубопровода всаса насоса 0206.008-PU-006,Дренаж трубопровода всаса насоса 0206.008-PU-006,,,,,
РХ. МИБК,0206.008-BV-095,Шаровый кран,Запорная,Ручной,206.008-RP-012-025-LAG,25,10,Углеродистая сталь оцинкованная,МИБК,-,,-,,,,,,,,,,,НЕТ,Дренаж Нагнетание насоса 0206.008-PU-007,Дренаж трубопровода нагнетания насоса 0206.008-PU-007,,,,,
РХ. МИБК,0206.008-BV-096,Шаровый кран,Запорная,Ручной,206.008-RP-010-025-LAG,25,10,Углеродистая сталь оцинкованная,МИБК,-,,-,,,,,,,,,,,НЕТ,Дренаж Нагнетание насоса 0206.008-PU-006,Дренаж трубопровода нагнетания насоса 0206.008-PU-006,,,,,
РХ. МИБК,0206.008-BV-097,Шаровый кран,Запорная,Ручной,206.008-RP-004-025-LAG,25,10,Углеродистая сталь оцинкованная,МИБК,+,,-,,,,,,Honeywell/ VPX1C2ABGR1A2A,-,"Mechanical SPDT, 24V DC/ 220V AC, -40~50 ℃,  ExdIICT6, IP67, NPT1/2 cable entry",Ручная ЗРА,0.2,Ex d,Нагнетание насоса 0206.008-PU-007,Трубопровод нагнетания насоса 0206.008-PU-007,,,,,
РХ. МИБК,0206.008-BV-098,Шаровый кран,Запорная,Ручной,206.008-RP-003-025-LAG,25,10,Углеродистая сталь оцинкованная,МИБК,+,,-,,,,,,Honeywell/ VPX1C2ABGR1A2A,-,"Mechanical SPDT, 24V DC/ 220V AC, -40~50 ℃,  ExdIICT6, IP67, NPT1/2 cable entry",Ручная ЗРА,0.2,Ex d,Нагнетание насоса 0206.008-PU-006,Трубопровод нагнетания насоса 0206.008-PU-006,,,,,
РХ. МИБК,0206.008-BV-099,Шаровый кран,Запорная,Ручной,206.008-RP-005-025-LAG,25,10,Углеродистая сталь оцинкованная,МИБК,+,,-,,,,,,Honeywell/ VPX1C2ABGR1A2A,-,"Mechanical SPDT, 24V DC/ 220V AC, -40~50 ℃,  ExdIICT6, IP67, NPT1/2 cable entry",Ручная ЗРА,0.2,Ex d,Нагнетание насосов 0206.008-PU-006/007,Трубопровод нагнетания насосов 0206.008-PU-006(007),,,,,
РХ. МИБК,0206.008-BV-100,Шаровый кран,Запорная,Ручной,206.008-RP-008-025-LAA,25,10,Углеродистая сталь,МИБК,-,,-,,,,,,,,,,,НЕТ,Дренаж емкости 0206.008-ТК-002,Дренаж емкости 0206.008-ТК-002,,,,,
РХ. МИБК,0206.008-BV-101,Шаровый кран,Запорная,Пневмопривод,206.008-RP-013-065-LAA,65,10,Углеродистая сталь,МИБК,+,5/3,Без изменений,0206.608-CPC01,25,"G 1/4""",2,10,Honeywell/ VPX1C2ABGR1A2A,-,"Mechanical SPDT, 24V DC/ 220V AC, -40~50 ℃,  ExdIICT6, IP67, NPT1/2 cable entry",Пневмо ЗРА-FL,0.2,Ex d,Нагнетание дренажного насоса 0206.008-PU-008,Трубопровод нагнетания дренажного насоса 0206.008-PU-008,IP54,,,,
РХ. МИБК,0206.008-BV-102,Шаровый кран,Запорная,Пневмопривод,206.008-RP-014-065-LAA,65,10,Углеродистая сталь,МИБК,+,5/3,Без изменений,0206.608-CPC01,25,"G 1/4""",2,10,Honeywell/ VPX1C2ABGR1A2A,-,"Mechanical SPDT, 24V DC/ 220V AC, -40~50 ℃,  ExdIICT6, IP67, NPT1/2 cable entry",Пневмо ЗРА-FL,0.2,Ex d,Подача МИБК в аварийную емкость 0206.009-TK-012,Подача реагента в аварийную емкость  0206.009-TK-012,IP54,,,,
РХ. МИБК,0206.008-BV-103,Шаровый кран,Запорная,Пневмопривод,206.008-RP-015-025-LAG,25,10,Углеродистая сталь оцинкованная,МИБК,+,5/3,Без изменений,0206.608-CPC01,6,"G 1/4""",2,10,Honeywell/ VPX1C2ABGR1A2A,-,"Mechanical SPDT, 24V DC/ 220V AC, -40~50 ℃,  ExdIICT6, IP67, NPT1/2 cable entry",Пневмо ЗРА-FL,0.2,Ex d,Подача МИБК в аварийную емкость 0206.009-TK-012,Подача реагента в аварийную емкость  0206.009-TK-012,IP54,,,,
