Участок,Позиция запорной арматуры,Конструктивное исполнение,Тип арматуры (запорная/ Регулирующая),Тип привода,Позиция трубы,Условный диаметр трубы DN,"Условное давление рабочей среды PN, бар",Материал трубы,Среда,Датчик положения,Тип пневмораспределителя,Положение при аварийном отключении (НЗ/НО/БИ),ШПУ,"Расход воздуха на 1 операцию, л.",Ø и резьба пневмоприсоединения,Кол-во ответных фитингов,"Ø пневмотрубки, мм",Тип концевого выключателя,Тип позиционера,Описание устройства,Категория,PLC,Ex-исполнение,Описание (ТЕМП),Операция,Примечание,,,,
Флотация,0206.003-BV-247,Шаровый кран,Запорная,Пневмопривод,-,50,10,сталь,Оборотная вода,+,5/2 МС,Нормально закрыт,0206.603-CPC02,"40,0","G 1/4""",2,10,P+F/ NBN4-12GM40-Z0+APL-320,-,"2 wires, Normally open, DC 24V, inductive distance 8mm, -25~70 ℃, non-explosion proof, IP67, Cable Length: 2 m",Пневмо ЗРА-НЗ,2.2,НЕТ,Подача оборотной воды на промывку насоса 0206.003-PU-204,Подача оборотной воды на промывку трубопровода  206.003-PP-223-200-LBA,,,,,
Флотация,0206.003-BV-248,Шаровый кран,Запорная,Ручной,-,80,10,сталь,Оборотная вода,-,,-,,,,,,,,,,,НЕТ,"Подача оборотной воды на промывку зумпфа 0206.003-SU-203, линия насоса 0206.003-PU-205",Подача оборотной воды на промывку трубопровода  206.003-PP-233-300-LBA,,,,,
Флотация,0206.003-BV-249,Шаровый кран,Запорная,Ручной,-,80,10,сталь,Оборотная вода,-,,-,,,,,,,,,,,НЕТ,"Подача оборотной воды на промывку зумпфа 0206.003-SU-203, линия насоса 0206.003-PU-206",Подача оборотной воды на промывку трубопровода  206.003-PP-234-300-LBA,,,,,
Флотация,0206.003-BV-250,Шаровый кран,Запорная,Ручной,-,80,10,сталь,Оборотная вода,-,,-,,,,,,,,,,,НЕТ,Подача оборотной воды на промывку всас трубопровода насоса 0206.003-PU-205,Подача оборотной воды на промывку трубопровода  206.003-PP-233-300-LBA,,,,,
Флотация,0206.003-BV-251,Шаровый кран,Запорная,Ручной,-,80,10,сталь,Оборотная вода,-,,-,,,,,,,,,,,НЕТ,Подача оборотной воды на промывку всас трубопровода насоса 0206.003-PU-206,Подача оборотной воды на промывку трубопровода  206.003-PP-234-300-LBA,,,,,
Флотация,0206.003-BV-252,Шаровый кран,Запорная,Пневмопривод,-,80,10,сталь,Оборотная вода,+,5/2 МС,Нормально закрыт,0206.603-CPC04,"65,0","G 1/4""",2,10,P+F/ NBN4-12GM40-Z0+APL-320,-,"2 wires, Normally open, DC 24V, inductive distance 8mm, -25~70 ℃, non-explosion proof, IP67, Cable Length: 2 m",Пневмо ЗРА-НЗ,2.2,НЕТ,Подача оборотной воды на промывку всас трубопровода насоса 0206.003-PU-205,Подача оборотной воды на промывку трубопровода  206.003-PP-233-300-LBA,,,,,
Флотация,0206.003-BV-253,Шаровый кран,Запорная,Пневмопривод,-,80,10,сталь,Оборотная вода,+,5/2 МС,Нормально закрыт,0206.603-CPC04,"65,0","G 1/4""",2,10,P+F/ NBN4-12GM40-Z0+APL-320,-,"2 wires, Normally open, DC 24V, inductive distance 8mm, -25~70 ℃, non-explosion proof, IP67, Cable Length: 2 m",Пневмо ЗРА-НЗ,2.2,НЕТ,Подача оборотной воды на промывку всас трубопровода насоса 0206.003-PU-206,Подача оборотной воды на промывку трубопровода  206.003-PP-234-300-LBA,,,,,
Флотация,0206.003-BV-254,Шаровый кран,Запорная,Ручной,-,80,10,сталь,Оборотная вода,-,,-,,,,,,,,,,,НЕТ,Подача оборотной воды на промывку насоса 0206.003-PU-205,Подача оборотной воды на промывку трубопровода  206.003-PP-233-300-LBA,,,,,
Флотация,0206.003-BV-255,Шаровый кран,Запорная,Ручной,-,80,10,сталь,Оборотная вода,-,,-,,,,,,,,,,,НЕТ,Подача оборотной воды на промывку насоса 0206.003-PU-206,Подача оборотной воды на промывку трубопровода  206.003-PP-234-300-LBA,,,,,
Флотация,0206.003-BV-256,Шаровый кран,Запорная,Пневмопривод,-,80,10,сталь,Оборотная вода,+,5/2 МС,Нормально закрыт,0206.603-CPC04,"65,0","G 1/4""",2,10,P+F/ NBN4-12GM40-Z0+APL-320,-,"2 wires, Normally open, DC 24V, inductive distance 8mm, -25~70 ℃, non-explosion proof, IP67, Cable Length: 2 m",Пневмо ЗРА-НЗ,2.2,НЕТ,Подача оборотной воды на промывку насоса 0206.003-PU-205,Подача оборотной воды на промывку трубопровода  206.003-PP-233-300-LBA,,,,,
Флотация,0206.003-BV-257,Шаровый кран,Запорная,Пневмопривод,-,80,10,сталь,Оборотная вода,+,5/2 МС,Нормально закрыт,0206.603-CPC04,"65,0","G 1/4""",2,10,P+F/ NBN4-12GM40-Z0+APL-320,-,"2 wires, Normally open, DC 24V, inductive distance 8mm, -25~70 ℃, non-explosion proof, IP67, Cable Length: 2 m",Пневмо ЗРА-НЗ,2.2,НЕТ,Подача оборотной воды на промывку насоса 0206.003-PU-206,Подача оборотной воды на промывку трубопровода  206.003-PP-234-300-LBA,,,,,
Флотация,0206.003-BY-201,Поворотная заслонка/дисковый затвор,Запорная,Ручной,206.003-CW-006-080-LAA,80,10,сталь,Оборотная вода,-,,-,,,,,,,,,,,НЕТ,Подача оборотной воды во ФМ 0206.003-FC-201..206,Подача оборотной воды во ФМ  0206.003-FC-201..206,,,,,
Флотация,0206.003-BY-203,Поворотная заслонка/дисковый затвор,Регулирующая,Пневмопривод,206.003-CW-006-080-LAA,80,10,сталь,Оборотная вода,+,Порт коллектора,Без изменений,0206.603-CPC06,"8,0","G 1/4""",1,10,-,Tissin/ TS800RN35S1M,"Smart Positioner, input signal: 4-20mA, -30~85℃, non-explosion proof, with 4-20mA feedback, without HART protocol, with mechanical type limit switch, NPT 1/4 air connection, NPT 1/2 cable entry, IP66",Пневмо ЗРА-CV,2.2,НЕТ,Подача оборотной воды во ФМ 0206.003-FC-201..206,Подача оборотной воды во ФМ  0206.003-FC-201..206,,,,,
Флотация,0206.003-BY-204,Поворотная заслонка/дисковый затвор,Запорная,Ручной,206.003-CW-006-080-LAA,80,10,сталь,Оборотная вода,-,,-,,,,,,,,,,,НЕТ,Подача оборотной воды во ФМ 0206.003-FC-201..206,Подача оборотной воды во ФМ  0206.003-FC-201..206,,,,,
Флотация,0206.003-BY-205,Поворотная заслонка/дисковый затвор,Запорная,Ручной,206.003-CW-006-080-LAA,80,10,сталь,Оборотная вода,-,,-,,,,,,,,,,,НЕТ,Подача оборотной воды во ФМ 0206.003-FC-201..206,Подача оборотной воды во ФМ  0206.003-FC-201..206,,,,,
Флотация,0206.003-BY-206,Поворотная заслонка/дисковый затвор,Запорная,Ручной,206.003-CW-007-050-LAA,50,10,сталь,Оборотная вода,-,,-,,,,,,,,,,,НЕТ,Подача оборотной воды во ФМ 0206.003-FC-207..208,Подача оборотной воды во ФМ  0206.003-FC-207..208,,,,,
Флотация,0206.003-BY-207,Поворотная заслонка/дисковый затвор,Регулирующая,Пневмопривод,206.003-CW-007-050-LAA,50,10,сталь,Оборотная вода,+,Порт коллектора,Без изменений,0206.603-CPC06,"6,0","G 1/4""",1,10,-,Tissin/ TS800RN35S1M,"Smart Positioner, input signal: 4-20mA, -30~85℃, non-explosion proof, with 4-20mA feedback, without HART protocol, with mechanical type limit switch, NPT 1/4 air connection, NPT 1/2 cable entry, IP66",Пневмо ЗРА-CV,2.2,НЕТ,Подача оборотной воды во ФМ 0206.003-FC-207..208,Подача оборотной воды во ФМ  0206.003-FC-207..208,,,,,
Флотация,0206.003-BY-208,Поворотная заслонка/дисковый затвор,Запорная,Ручной,206.003-CW-007-050-LAA,50,10,сталь,Оборотная вода,-,,-,,,,,,,,,,,НЕТ,Подача оборотной воды во ФМ 0206.003-FC-207..208,Подача оборотной воды во ФМ  0206.003-FC-207..208,,,,,
Флотация,0206.003-BY-209,Поворотная заслонка/дисковый затвор,Запорная,Ручной,206.003-CW-007-050-LAA,50,10,сталь,Оборотная вода,-,,-,,,,,,,,,,,НЕТ,Подача оборотной воды во ФМ 0206.003-FC-207..208,Подача оборотной воды во ФМ  0206.003-FC-207..208,,,,,
Флотация,0206.003-BY-225,Поворотная заслонка/дисковый затвор,Запорная,Ручной,206.003-CW-008-050-LAA,50,10,сталь,Оборотная вода,-,,-,,,,,,,,,,,НЕТ,Подача оборотной воды во ФМ 0206.003-FC-209..211,Подача оборотной воды во ФМ  0206.003-FC-209..211,Замена позиции 0206.003-BY-210 Заказ. ТК,,,,
Флотация,0206.003-BY-226,Поворотная заслонка/дисковый затвор,Регулирующая,Пневмопривод,206.003-CW-008-050-LAA,50,10,сталь,Оборотная вода,+,Порт коллектора,Без изменений,0206.603-CPC02,"6,0","G 1/4""",1,10,-,Tissin/ TS800RN35S1M,"Smart Positioner, input signal: 4-20mA, -30~85℃, non-explosion proof, with 4-20mA feedback, without HART protocol, with mechanical type limit switch, NPT 1/4 air connection, NPT 1/2 cable entry, IP66",Пневмо ЗРА-CV,2.2,НЕТ,Подача оборотной воды во ФМ 0206.003-FC-209..211,Подача оборотной воды во ФМ  0206.003-FC-209..211,Замена позиции 0206.003-BY-211 Заказ. ТК,,,,
Флотация,0206.003-BY-227,Поворотная заслонка/дисковый затвор,Запорная,Ручной,206.003-CW-008-050-LAA,50,10,сталь,Оборотная вода,-,,-,,,,,,,,,,,НЕТ,Подача оборотной воды во ФМ 0206.003-FC-209..211,Подача оборотной воды во ФМ  0206.003-FC-209..211,Замена позиции 0206.003-BY-212 Заказ. ТК,,,,
Флотация,0206.003-BY-228,Поворотная заслонка/дисковый затвор,Запорная,Ручной,206.003-CW-008-050-LAA,50,10,сталь,Оборотная вода,-,,-,,,,,,,,,,,НЕТ,Подача оборотной воды во ФМ 0206.003-FC-209..211,Подача оборотной воды во ФМ  0206.003-FC-209..211,Замена позиции 0206.003-BY-213 Заказ. ТК,,,,
Флотация,0206.003-BY-214,Поворотная заслонка/дисковый затвор,Запорная,Ручной,206.003-CW-009-050-LAA,50,10,сталь,Оборотная вода,-,,-,,,,,,,,,,,НЕТ,Подача оборотной воды во ФМ 0206.003-FC-212..215,Подача оборотной воды во ФМ  0206.003-FC-212..215,,,,,
Флотация,0206.003-BY-215,Поворотная заслонка/дисковый затвор,Регулирующая,Пневмопривод,206.003-CW-009-050-LAA,50,10,сталь,Оборотная вода,+,Порт коллектора,Без изменений,0206.603-CPC02,"6,0","G 1/4""",1,10,-,Tissin/ TS800RN35S1M,"Smart Positioner, input signal: 4-20mA, -30~85℃, non-explosion proof, with 4-20mA feedback, without HART protocol, with mechanical type limit switch, NPT 1/4 air connection, NPT 1/2 cable entry, IP66",Пневмо ЗРА-CV,2.2,НЕТ,Подача оборотной воды во ФМ 0206.003-FC-212..215,Подача оборотной воды во ФМ  0206.003-FC-212..215,,,,,
Флотация,0206.003-BY-216,Поворотная заслонка/дисковый затвор,Запорная,Ручной,206.003-CW-009-050-LAA,50,10,сталь,Оборотная вода,-,,-,,,,,,,,,,,НЕТ,Подача оборотной воды во ФМ 0206.003-FC-212..215,Подача оборотной воды во ФМ  0206.003-FC-212..215,,,,,
Флотация,0206.003-BY-217,Поворотная заслонка/дисковый затвор,Запорная,Ручной,206.003-CW-009-050-LAA,50,10,сталь,Оборотная вода,-,,-,,,,,,,,,,,НЕТ,Подача оборотной воды во ФМ 0206.003-FC-212..215,Подача оборотной воды во ФМ  0206.003-FC-212..215,,,,,
Флотация,0206.003-BY-218,Поворотная заслонка/дисковый затвор,Запорная,Ручной,206.003-CW-010-050-LAA,50,10,сталь,Оборотная вода,-,,-,,,,,,,,,,,НЕТ,Подача оборотной воды во ФМ 0206.003-FC-216..219,Подача оборотной воды во ФМ  0206.003-FC-216..219,,,,,
Флотация,0206.003-BY-219,Поворотная заслонка/дисковый затвор,Регулирующая,Пневмопривод,206.003-CW-010-050-LAA,50,10,сталь,Оборотная вода,+,Порт коллектора,Без изменений,0206.603-CPC04,"6,0","G 1/4""",1,10,-,Tissin/ TS800RN35S1M,"Smart Positioner, input signal: 4-20mA, -30~85℃, non-explosion proof, with 4-20mA feedback, without HART protocol, with mechanical type limit switch, NPT 1/4 air connection, NPT 1/2 cable entry, IP66",Пневмо ЗРА-CV,2.2,НЕТ,Подача оборотной воды во ФМ 0206.003-FC-216..219,Подача оборотной воды во ФМ  0206.003-FC-216..219,,,,,
Флотация,0206.003-BY-220,Поворотная заслонка/дисковый затвор,Запорная,Ручной,206.003-CW-010-050-LAA,50,10,сталь,Оборотная вода,-,,-,,,,,,,,,,,НЕТ,Подача оборотной воды во ФМ 0206.003-FC-216..219,Подача оборотной воды во ФМ  0206.003-FC-216..219,,,,,
Флотация,0206.003-BY-221,Поворотная заслонка/дисковый затвор,Запорная,Ручной,206.003-CW-010-050-LAA,50,10,сталь,Оборотная вода,-,,-,,,,,,,,,,,НЕТ,Подача оборотной воды во ФМ 0206.003-FC-216..219,Подача оборотной воды во ФМ  0206.003-FC-216..219,,,,,
Флотация,0206.003-BY-222,Поворотная заслонка/дисковый затвор,Запорная,Ручной,206.003-PP-240-050-LBA,50,10,сталь (Ст. 20 или Ст.3 кп) гуммированная каучуком,Пульпа,-,,-,,,,,,,,,,,НЕТ,Линия датчика давления ,Линия датчика давления ,Замена позиции 0206.003-BV-258,,,,
Флотация,0206.003-BY-223,Поворотная заслонка/дисковый затвор,Запорная,Ручной,206.003-PP-241-050-LBA,50,10,сталь (Ст. 20 или Ст.3 кп) гуммированная каучуком,Пульпа,-,,-,,,,,,,,,,,НЕТ,Линия датчика давления ,Линия датчика давления ,Замена позиции 0206.003-BV-259,,,,
Флотация,0206.003-BY-224,Поворотная заслонка/дисковый затвор,Запорная,Ручной,206.003-PP-242-050-LBA,50,10,сталь (Ст. 20 или Ст.3 кп) гуммированная каучуком,Пульпа,-,,-,,,,,,,,,,,НЕТ,Линия датчика давления ,Линия датчика давления ,Замена позиции 0206.003-BV-260,,,,
Флотация,0206.003-DV-201,Мембранный клапан,Запорная,Ручной,206.003-CW-019-032-LAA,32,10,сталь (Ст. 20 или Ст.3 кп),Оборотная вода,-,,-,,,,,,,,,,,НЕТ,Подача оборотной воды на смыв желоба 0206.003-LA-201,Подача оборотной воды на смыв желоба 0206.003-LA-201,,,,,
Флотация,0206.003-DV-202,Мембранный клапан,Запорная,Ручной,206.003-CW-020-015-LAA,15,10,сталь (Ст. 20 или Ст.3 кп),Оборотная вода,-,,-,,,,,,,,,,,НЕТ,Подача оборотной воды на смыв желоба 0206.003-LA-202,Подача оборотной воды на смыв желоба 0206.003-LA-202,,,,,
Флотация,0206.003-DV-203,Мембранный клапан,Запорная,Ручной,206.003-CW-021-020-LAA,20,10,сталь (Ст. 20 или Ст.3 кп),Оборотная вода,-,,-,,,,,,,,,,,НЕТ,Подача оборотной воды на смыв желоба 0206.003-LA-206,Подача оборотной воды на смыв желоба 0206.003-LA-206,,,,,
Флотация,0206.003-DV-204,Мембранный клапан,Запорная,Ручной,206.003-CW-022-020-LAA,20,10,сталь (Ст. 20 или Ст.3 кп),Оборотная вода,-,,-,,,,,,,,,,,НЕТ,Подача оборотной воды на смыв желоба 0206.003-LA-205,Подача оборотной воды на смыв желоба 0206.003-LA-205,,,,,
Флотация,0206.003-GB-201,Соленоидный клапан,Запорная,Соленоидный клапан,-,25,10,сталь (марку стали определяет ВК),Фильтрованная вода,-,,Без изменений,,,,,,,,,Клапан ГУ,2.2,НЕТ,Фильтрованная вода на гидроуплотнение 0206.003-PU-201,Фильтрованная вода на гидроуплотнение 0206.003-PU-201,,,,,
Флотация,0206.003-GB-202,Соленоидный клапан,Запорная,Соленоидный клапан,-,25,10,сталь (марку стали определяет ВК),Фильтрованная вода,-,,Без изменений,,,,,,,,,Клапан ГУ,2.2,НЕТ,Фильтрованная вода на гидроуплотнение 0206.003-PU-202,Фильтрованная вода на гидроуплотнение 0206.003-PU-202,,,,,
Флотация,0206.003-GB-203,Соленоидный клапан,Запорная,Соленоидный клапан,-,20,10,сталь (марку стали определяет ВК),Фильтрованная вода,-,,Без изменений,,,,,,,,,Клапан ГУ,2.2,НЕТ,Фильтрованная вода на гидроуплотнение 0206.003-PU-203,Фильтрованная вода на гидроуплотнение 0206.003-PU-203,,,,,
Флотация,0206.003-GB-204,Соленоидный клапан,Запорная,Соленоидный клапан,-,20,10,сталь (марку стали определяет ВК),Фильтрованная вода,-,,Без изменений,,,,,,,,,Клапан ГУ,2.2,НЕТ,Фильтрованная вода на гидроуплотнение 0206.003-PU-204,Фильтрованная вода на гидроуплотнение 0206.003-PU-204,,,,,
Флотация,0206.003-GB-205,Соленоидный клапан,Запорная,Соленоидный клапан,-,20,10,сталь (марку стали определяет ВК),Фильтрованная вода,-,,Без изменений,,,,,,,,,Клапан ГУ,2.2,НЕТ,Фильтрованная вода на гидроуплотнение 0206.003-PU-205,Фильтрованная вода на гидроуплотнение 0206.003-PU-205,,,,,
Флотация,0206.003-GB-206,Соленоидный клапан,Запорная,Соленоидный клапан,-,20,10,сталь (марку стали определяет ВК),Фильтрованная вода,-,,Без изменений,,,,,,,,,Клапан ГУ,2.2,НЕТ,Фильтрованная вода на гидроуплотнение 0206.003-PU-206,Фильтрованная вода на гидроуплотнение 0206.003-PU-206,,,,,
Флотация,0206.003-KV-114.GB01,Соленоидный клапан,Запорная,Соленоидный клапан,,25,,,Оборотная вода,-,,Нормально закрыт,,,,,,,,,Клапан промывки,1.2,НЕТ,Промывка задвижки 0206.003-KV-114,Промывка задвижки 0206.003-KV-114,,,,,
Флотация,0206.003-KV-118.GB01,Соленоидный клапан,Запорная,Соленоидный клапан,,25,,,Оборотная вода,-,,Нормально закрыт,,,,,,,,,Клапан промывки,1.2,НЕТ,Промывка задвижки 0206.003-KV-118,Промывка задвижки 0206.003-KV-118,,,,,
Флотация,0206.003-KV-115.GB01,Соленоидный клапан,Запорная,Соленоидный клапан,,25,,,Оборотная вода,-,,Нормально закрыт,,,,,,,,,Клапан промывки,1.2,НЕТ,Промывка задвижки 0206.003-KV-115,Промывка задвижки 0206.003-KV-115,,,,,
Флотация,0206.003-KV-119.GB01,Соленоидный клапан,Запорная,Соленоидный клапан,,25,,,Оборотная вода,-,,Нормально закрыт,,,,,,,,,Клапан промывки,1.2,НЕТ,Промывка задвижки 0206.003-KV-119,Промывка задвижки 0206.003-KV-119,,,,,
Флотация,0206.003-KV-134.GB01,Соленоидный клапан,Запорная,Соленоидный клапан,,25,,,Оборотная вода,-,,Нормально закрыт,,,,,,,,,Клапан промывки,1.2,НЕТ,Промывка задвижки 0206.003-KV-134,Промывка задвижки 0206.003-KV-134,,,,,
Флотация,0206.003-KV-138.GB01,Соленоидный клапан,Запорная,Соленоидный клапан,,25,,,Оборотная вода,-,,Нормально закрыт,,,,,,,,,Клапан промывки,1.2,НЕТ,Промывка задвижки 0206.003-KV-138,Промывка задвижки 0206.003-KV-138,,,,,
Флотация,0206.003-KV-135.GB01,Соленоидный клапан,Запорная,Соленоидный клапан,,25,,,Оборотная вода,-,,Нормально закрыт,,,,,,,,,Клапан промывки,1.2,НЕТ,Промывка задвижки 0206.003-KV-135,Промывка задвижки 0206.003-KV-135,,,,,
Флотация,0206.003-KV-139.GB01,Соленоидный клапан,Запорная,Соленоидный клапан,,25,,,Оборотная вода,-,,Нормально закрыт,,,,,,,,,Клапан промывки,1.2,НЕТ,Промывка задвижки 0206.003-KV-139,Промывка задвижки 0206.003-KV-139,,,,,
Флотация,0206.003-KV-143.GB01,Соленоидный клапан,Запорная,Соленоидный клапан,,25,,,Оборотная вода,-,,Нормально закрыт,,,,,,,,,Клапан промывки,1.2,НЕТ,Промывка задвижки 0206.003-KV-143,Промывка задвижки 0206.003-KV-143,,,,,
Флотация,0206.003-KV-147.GB01,Соленоидный клапан,Запорная,Соленоидный клапан,,25,,,Оборотная вода,-,,Нормально закрыт,,,,,,,,,Клапан промывки,1.2,НЕТ,Промывка задвижки 0206.003-KV-147,Промывка задвижки 0206.003-KV-147,,,,,
Флотация,0206.003-KV-144.GB01,Соленоидный клапан,Запорная,Соленоидный клапан,,25,,,Оборотная вода,-,,Нормально закрыт,,,,,,,,,Клапан промывки,1.2,НЕТ,Промывка задвижки 0206.003-KV-144,Промывка задвижки 0206.003-KV-144,,,,,
Флотация,0206.003-KV-148.GB01,Соленоидный клапан,Запорная,Соленоидный клапан,,25,,,Оборотная вода,-,,Нормально закрыт,,,,,,,,,Клапан промывки,1.2,НЕТ,Промывка задвижки 0206.003-KV-148,Промывка задвижки 0206.003-KV-148,,,,,
Флотация,0206.003-KV-214.GB01,Соленоидный клапан,Запорная,Соленоидный клапан,,25,,,Оборотная вода,-,,Нормально закрыт,,,,,,,,,Клапан промывки,2.2,НЕТ,Промывка задвижки 0206.003-KV-214,Промывка задвижки 0206.003-KV-214,,,,,
Флотация,0206.003-KV-218.GB01,Соленоидный клапан,Запорная,Соленоидный клапан,,25,,,Оборотная вода,-,,Нормально закрыт,,,,,,,,,Клапан промывки,2.2,НЕТ,Промывка задвижки 0206.003-KV-218,Промывка задвижки 0206.003-KV-218,,,,,
Флотация,0206.003-KV-215.GB01,Соленоидный клапан,Запорная,Соленоидный клапан,,25,,,Оборотная вода,-,,Нормально закрыт,,,,,,,,,Клапан промывки,2.2,НЕТ,Промывка задвижки 0206.003-KV-215,Промывка задвижки 0206.003-KV-215,,,,,
Флотация,0206.003-KV-219.GB01,Соленоидный клапан,Запорная,Соленоидный клапан,,25,,,Оборотная вода,-,,Нормально закрыт,,,,,,,,,Клапан промывки,2.2,НЕТ,Промывка задвижки 0206.003-KV-219,Промывка задвижки 0206.003-KV-219,,,,,
Флотация,0206.003-KV-234.GB01,Соленоидный клапан,Запорная,Соленоидный клапан,,25,,,Оборотная вода,-,,Нормально закрыт,,,,,,,,,Клапан промывки,2.2,НЕТ,Промывка задвижки 0206.003-KV-234,Промывка задвижки 0206.003-KV-234,,,,,
Флотация,0206.003-KV-238.GB01,Соленоидный клапан,Запорная,Соленоидный клапан,,25,,,Оборотная вода,-,,Нормально закрыт,,,,,,,,,Клапан промывки,2.2,НЕТ,Промывка задвижки 0206.003-KV-238,Промывка задвижки 0206.003-KV-238,,,,,
Флотация,0206.003-KV-235.GB01,Соленоидный клапан,Запорная,Соленоидный клапан,,25,,,Оборотная вода,-,,Нормально закрыт,,,,,,,,,Клапан промывки,2.2,НЕТ,Промывка задвижки 0206.003-KV-235,Промывка задвижки 0206.003-KV-235,,,,,
Флотация,0206.003-KV-239.GB01,Соленоидный клапан,Запорная,Соленоидный клапан,,25,,,Оборотная вода,-,,Нормально закрыт,,,,,,,,,Клапан промывки,2.2,НЕТ,Промывка задвижки 0206.003-KV-239,Промывка задвижки 0206.003-KV-239,,,,,
Флотация,0206.003-KV-243.GB01,Соленоидный клапан,Запорная,Соленоидный клапан,,25,,,Оборотная вода,-,,Нормально закрыт,,,,,,,,,Клапан промывки,2.2,НЕТ,Промывка задвижки 0206.003-KV-243,Промывка задвижки 0206.003-KV-243,,,,,
Флотация,0206.003-KV-247.GB01,Соленоидный клапан,Запорная,Соленоидный клапан,,25,,,Оборотная вода,-,,Нормально закрыт,,,,,,,,,Клапан промывки,2.2,НЕТ,Промывка задвижки 0206.003-KV-247,Промывка задвижки 0206.003-KV-247,,,,,
Флотация,0206.003-KV-244.GB01,Соленоидный клапан,Запорная,Соленоидный клапан,,25,,,Оборотная вода,-,,Нормально закрыт,,,,,,,,,Клапан промывки,2.2,НЕТ,Промывка задвижки 0206.003-KV-244,Промывка задвижки 0206.003-KV-244,,,,,
Флотация,0206.003-KV-248.GB01,Соленоидный клапан,Запорная,Соленоидный клапан,,25,,,Оборотная вода,-,,Нормально закрыт,,,,,,,,,Клапан промывки,2.2,НЕТ,Промывка задвижки 0206.003-KV-248,Промывка задвижки 0206.003-KV-248,,,,,
Воздуходувки,0206.003-BY-077,Поворотная заслонка/дисковый затвор,Запорная,Пневмопривод,206.003-BA-006-400-LAA,400,1,углеродистая сталь;                    Ст. 20 или Ст.3 кп,Атомсферный воздух низкого давления,+,5/3,Без изменений,0206.603-CPC03,"85,0","G 3/8""",2,12,-,Tissin/ TS800RN35S1M,"Smart Positioner, input signal: 4-20mA, -30~85℃, non-explosion proof, with 4-20mA feedback, without HART protocol, with mechanical type limit switch, NPT 1/4 air connection, NPT 1/2 cable entry, IP66",Пневмо ЗРА-FL,0.1,НЕТ,Подача воздуха на перечистную и контрольную Cu флотацию 1 секции,Подача воздуха на перечистную и контрольную Cu флотацию 1 секции,,,,,
Воздуходувки,0206.003-BY-078,Поворотная заслонка/дисковый затвор,Запорная,Пневмопривод,206.003-BA-009-600-LAA,600,1,углеродистая сталь;                    Ст. 20 или Ст.3 кп,Атомсферный воздух низкого давления,+,5/3,Без изменений,0206.603-CPC04,"185,0","G 1/2""",2,12,-,Tissin/ TS800RN35S1M,"Smart Positioner, input signal: 4-20mA, -30~85℃, non-explosion proof, with 4-20mA feedback, without HART protocol, with mechanical type limit switch, NPT 1/4 air connection, NPT 1/2 cable entry, IP66",Пневмо ЗРА-FL,0.1,НЕТ,Подача воздуха на 1 и 2 основную Cu флотацию 2 секции,Подача воздуха на 1 и 2 основную Cu флотацию 2 секции,,,,,
Воздуходувки,0206.003-BY-079,Поворотная заслонка/дисковый затвор,Запорная,Электропривод,-,-,-,Поставка ТЕМП,-,-,,-,,,,,,,,,,,НЕТ,Подача воздуха во флотомашины от воздуходувки 0206.003-BU-101,Подача воздуха во флотомашины от воздуходувки  0206.003-BU-101,,,,,
Воздуходувки,0206.003-BY-082,Поворотная заслонка/дисковый затвор,Запорная,Электропривод,-,-,-,Поставка ТЕМП,-,-,,-,,,,,,,,,,,НЕТ,Подача воздуха во флотомашины от воздуходувки 0206.003-BU-001,Подача воздуха во флотомашины от воздуходувки  0206.003-BU-001,,,,,
Воздуходувки,0206.003-BY-085,Поворотная заслонка/дисковый затвор,Запорная,Электропривод,-,-,-,Поставка ТЕМП,-,-,,-,,,,,,,,,,,НЕТ,Подача воздуха во флотомашины от воздуходувки 0206.003-BU-201,Подача воздуха во флотомашины от воздуходувки  0206.003-BU-201,,,,,
Воздуходувки,0206.003-BY-088,Поворотная заслонка/дисковый затвор,Запорная,Пневмопривод,206.003-BA-004-600-LAA,600,1,углеродистая сталь;                    Ст. 20 или Ст.3 кп,Атомсферный воздух низкого давления,+,5/3,Без изменений,0206.603-CPC03,"185,0","G 1/2""",2,12,-,Tissin/ TS800RN35S1M,"Smart Positioner, input signal: 4-20mA, -30~85℃, non-explosion proof, with 4-20mA feedback, without HART protocol, with mechanical type limit switch, NPT 1/4 air connection, NPT 1/2 cable entry, IP66",Пневмо ЗРА-FL,0.1,НЕТ,Подача воздуха на 1 и 2 основную Cu флотацию 1 секции,Подача воздуха на 1 и 2 основную Cu флотацию 1 секции,,,,,
Воздуходувки,0206.003-BY-089,Поворотная заслонка/дисковый затвор,Запорная,Пневмопривод,206.003-BA-007-400-LAA,400,1,углеродистая сталь;                    Ст. 20 или Ст.3 кп,Атомсферный воздух низкого давления,+,5/3,Без изменений,0206.603-CPC04,"85,0","G 3/8""",2,12,-,Tissin/ TS800RN35S1M,"Smart Positioner, input signal: 4-20mA, -30~85℃, non-explosion proof, with 4-20mA feedback, without HART protocol, with mechanical type limit switch, NPT 1/4 air connection, NPT 1/2 cable entry, IP66",Пневмо ЗРА-FL,0.1,НЕТ,Подача воздуха на перечистную и контрольную Cu флотацию 2 секции,Подача воздуха на перечистную и контрольную Cu флотацию 2 секции,,,,,
